OrderID,Data,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200402,2/10/2024,C83026,Printer,5,$337.38,858 Main St,Gift Card,Shipped,TRK79746259,5,FREESHIP,Referral,"$1,686.90"
ORD200403,2/11/2024,C28893,Tablet,1,$620.21,740 Main St,Online,Returned,TRK98333066,1,,Referral,$620.21
ORD200404,2/12/2024,C45482,Monitor,2,$99.10,440 Main St,Cash,Delivered,TRK54571699,6,WINTER15,Instagram,$198.20
ORD200405,2/13/2024,C97774,Monitor,4,$451.97,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,"$1,807.88"
ORD200406,2/14/2024,C11657,Tablet,4,$66.10,572 Main St,Cash,Returned,TRK50284486,9,FREESHIP,Google,$264.40
ORD200407,2/15/2024,C85993,Tablet,4,$547.32,250 Main St,Cash,Returned,TRK72547640,8,WINTER15,Instagram,"$2,189.28"
ORD200408,2/16/2024,C11906,Printer,3,$412.53,536 Main St,Online,Pending,TRK31140158,6,SAVE10,Google,"$1,237.59"
ORD200409,2/17/2024,C45187,Desk,5,$84.13,767 Main St,Online,Delivered,TRK12320793,9,,Google,$420.65
ORD200410,2/18/2024,C37375,Tablet,2,$518.23,184 Main St,Debit Card,Shipped,TRK52470162,5,,Email,"$1,036.46"
ORD200411,2/19/2024,C66567,Desk,2,$39.51,981 Main St,Online,Shipped,TRK21174822,5,,Facebook,$79.02
ORD200412,2/20/2024,C42451,Tablet,5,$133.01,246 Main St,Credit Card,Returned,TRK31313343,10,SAVE10,Facebook,$665.05
ORD200413,2/21/2024,C13923,Tablet,1,$118.80,123 Main St,Online,Delivered,TRK87598790,6,WINTER15,Email,$118.80
ORD200414,2/22/2024,C11829,Desk,2,$139.57,797 Main St,Cash,Delivered,TRK84229257,4,FREESHIP,Facebook,$279.14
ORD200415,2/23/2024,C62169,Chair,1,$184.15,655 Main St,Gift Card,Shipped,TRK64558985,5,WINTER15,Facebook,$184.15
ORD200416,2/24/2024,C20881,Laptop,2,$644.05,652 Main St,Gift Card,Cancelled,TRK26263902,5,,Referral,"$1,288.10"
ORD200417,2/25/2024,C44492,Laptop,5,$55.41,954 Main St,Online,Cancelled,TRK51429869,5,,Google,$277.05
ORD200418,2/26/2024,C74169,Printer,1,$310.93,862 Main St,Online,Cancelled,TRK66144809,3,FREESHIP,Facebook,$310.93
ORD200419,2/27/2024,C70999,Tablet,2,$216.66,885 Main St,Debit Card,Pending,TRK75644156,6,FREESHIP,Instagram,$433.32
ORD200420,2/28/2024,C11921,Phone,1,$452.70,439 Main St,Debit Card,Shipped,TRK91362635,5,,Instagram,$452.70
ORD200421,2/29/2024,C50683,Chair,2,$288.21,769 Main St,Debit Card,Cancelled,TRK53032122,5,WINTER15,Email,$576.42
ORD200422,3/1/2024,C76140,Phone,4,$206.60,914 Main St,Gift Card,Returned,TRK25861469,6,WINTER15,Referral,$826.40
ORD200423,3/2/2024,C94311,Printer,4,$685.20,195 Main St,Gift Card,Cancelled,TRK97308771,6,,Google,"$2,740.80"
ORD200424,3/3/2024,C49491,Chair,5,$22.94,339 Main St,Cash,Pending,TRK64012257,10,WINTER15,Email,$114.70
ORD200425,3/4/2024,C40648,Laptop,2,$301.88,488 Main St,Gift Card,Returned,TRK25325993,5,,Email,$603.76
ORD200426,3/5/2024,C40967,Monitor,5,$57.45,315 Main St,Cash,Cancelled,TRK24839296,10,WINTER15,Facebook,$287.25
ORD200427,3/6/2024,C25406,Desk,1,$161.24,379 Main St,Credit Card,Pending,TRK70952564,3,WINTER15,Instagram,$161.24
ORD200428,3/7/2024,C77085,Chair,4,$262.58,895 Main St,Online,Cancelled,TRK57227640,8,SAVE10,Email,"$1,050.32"
ORD200429,3/8/2024,C38126,Printer,4,$515.19,522 Main St,Credit Card,Pending,TRK90838498,9,FREESHIP,Facebook,"$2,060.76"
ORD200430,3/9/2024,C87448,Phone,1,$450.07,433 Main St,Gift Card,Shipped,TRK44134016,6,WINTER15,Google,$450.07
ORD200431,3/10/2024,C62312,Printer,1,$52.54,651 Main St,Debit Card,Cancelled,TRK59623037,6,,Facebook,$52.54
ORD200432,3/11/2024,C58443,Tablet,2,$424.32,662 Main St,Credit Card,Returned,TRK77163738,6,FREESHIP,Referral,$848.64
ORD200433,3/12/2024,C36613,Monitor,3,$631.64,785 Main St,Credit Card,Returned,TRK13282106,3,,Facebook,"$1,894.92"
ORD200434,3/13/2024,C73893,Printer,5,$327.68,384 Main St,Credit Card,Returned,TRK85939879,6,FREESHIP,Facebook,"$1,638.40"
ORD200435,3/14/2024,C48601,Printer,1,$414.47,101 Main St,Debit Card,Returned,TRK97868309,3,,Instagram,$414.47
ORD200436,3/15/2024,C14568,Laptop,4,$221.33,651 Main St,Online,Pending,TRK73545796,5,FREESHIP,Google,$885.32
ORD200437,3/16/2024,C63378,Phone,1,$512.39,955 Main St,Online,Delivered,TRK20863705,2,SAVE10,Instagram,$512.39
ORD200438,3/17/2024,C77800,Tablet,3,$459.34,436 Main St,Gift Card,Pending,TRK27439574,3,WINTER15,Instagram,"$1,378.02"
ORD200439,3/18/2024,C91155,Tablet,1,$146.32,321 Main St,Online,Shipped,TRK36260319,4,SAVE10,Facebook,$146.32
ORD200440,3/19/2024,C60215,Desk,4,$83.60,978 Main St,Debit Card,Pending,TRK31727767,4,FREESHIP,Facebook,$334.40
ORD200441,3/20/2024,C52915,Printer,2,$328.54,475 Main St,Gift Card,Returned,TRK79466982,6,SAVE10,Email,$657.08
ORD200442,3/21/2024,C72588,Chair,5,$314.94,661 Main St,Cash,Pending,TRK43410829,8,,Instagram,"$1,574.70"
ORD200443,3/22/2024,C61668,Chair,2,$69.64,813 Main St,Cash,Returned,TRK58970302,6,FREESHIP,Facebook,$139.28
ORD200444,3/23/2024,C79508,Printer,1,$135.17,585 Main St,Online,Shipped,TRK61882353,6,SAVE10,Instagram,$135.17
ORD200445,3/24/2024,C94569,Phone,1,$487.21,227 Main St,Cash,Delivered,TRK31351770,3,FREESHIP,Referral,$487.21
ORD200446,3/25/2024,C89592,Laptop,5,$509.58,262 Main St,Online,Delivered,TRK49442402,6,,Instagram,"$2,547.90"
ORD200447,3/26/2024,C48207,Printer,2,$416.81,356 Main St,Cash,Returned,TRK45355655,2,SAVE10,Facebook,$833.62
ORD200448,3/27/2024,C16776,Laptop,2,$160.00,854 Main St,Cash,Pending,TRK12860600,4,,Instagram,$320.00
ORD200449,3/28/2024,C91518,Tablet,3,$253.05,286 Main St,Online,Pending,TRK48688724,3,WINTER15,Instagram,$759.15
ORD200450,3/29/2024,C36408,Monitor,5,$615.10,160 Main St,Gift Card,Returned,TRK94023253,10,SAVE10,Instagram,"$3,075.50"
ORD200451,3/30/2024,C14837,Monitor,1,$183.18,647 Main St,Debit Card,Cancelled,TRK17501136,6,SAVE10,Email,$183.18
ORD200452,3/31/2024,C36467,Printer,1,$75.78,581 Main St,Cash,Pending,TRK20863987,5,WINTER15,Google,$75.78
ORD200453,4/1/2024,C15017,Tablet,1,$675.57,492 Main St,Cash,Shipped,TRK51241924,1,FREESHIP,Facebook,$675.57
ORD200454,4/2/2024,C54759,Laptop,1,$109.29,686 Main St,Debit Card,Cancelled,TRK75583042,5,SAVE10,Google,$109.29
ORD200455,4/3/2024,C58341,Phone,1,$639.83,874 Main St,Debit Card,Pending,TRK32856728,2,SAVE10,Referral,$639.83
ORD200456,4/4/2024,C94479,Desk,5,$62.81,259 Main St,Credit Card,Shipped,TRK69089975,9,WINTER15,Facebook,$314.05
ORD200457,4/5/2024,C50236,Desk,4,$615.83,545 Main St,Online,Returned,TRK67692578,4,WINTER15,Instagram,"$2,463.32"
ORD200458,4/6/2024,C31412,Monitor,4,$510.58,196 Main St,Credit Card,Returned,TRK61946127,7,,Email,"$2,042.32"
ORD200459,4/7/2024,C90142,Desk,1,$334.39,433 Main St,Credit Card,Returned,TRK39717191,2,WINTER15,Instagram,$334.39
ORD200460,4/8/2024,C83548,Laptop,1,$144.25,474 Main St,Cash,Returned,TRK93822942,2,FREESHIP,Referral,$144.25
ORD200461,4/9/2024,C29697,Tablet,1,$401.82,407 Main St,Credit Card,Shipped,TRK47776482,5,,Google,$401.82
ORD200462,4/10/2024,C22991,Phone,1,$252.68,731 Main St,Online,Cancelled,TRK32796086,1,SAVE10,Referral,$252.68
ORD200463,4/11/2024,C25276,Laptop,5,$662.78,214 Main St,Debit Card,Shipped,TRK14011732,9,FREESHIP,Instagram,"$3,313.90"
ORD200464,4/12/2024,C39176,Tablet,4,$434.42,739 Main St,Online,Cancelled,TRK71418686,6,,Google,"$1,737.68"
ORD200465,4/13/2024,C58773,Printer,5,$513.49,391 Main St,Gift Card,Cancelled,TRK65438300,8,FREESHIP,Google,"$2,567.45"
ORD200466,4/14/2024,C37412,Phone,1,$432.47,895 Main St,Cash,Delivered,TRK97829604,4,WINTER15,Referral,$432.47
ORD200467,4/15/2024,C36492,Desk,1,$45.94,572 Main St,Cash,Cancelled,TRK44350440,2,FREESHIP,Email,$45.94
ORD200468,4/16/2024,C90110,Phone,1,$418.36,998 Main St,Credit Card,Delivered,TRK60203957,5,,Email,$418.36
ORD200469,4/17/2024,C13877,Chair,5,$676.98,893 Main St,Cash,Cancelled,TRK17254691,5,SAVE10,Facebook,"$3,384.90"
ORD200470,4/18/2024,C25149,Tablet,4,$263.62,672 Main St,Cash,Shipped,TRK33538608,5,FREESHIP,Email,"$1,054.48"
ORD200471,4/19/2024,C52717,Desk,5,$551.27,395 Main St,Online,Cancelled,TRK27625571,7,FREESHIP,Referral,"$2,756.35"
ORD200472,4/20/2024,C60029,Chair,3,$508.12,796 Main St,Credit Card,Cancelled,TRK86461316,8,,Referral,"$1,524.36"
ORD200473,4/21/2024,C28552,Chair,2,$14.93,449 Main St,Online,Shipped,TRK71597160,4,SAVE10,Facebook,$29.86
ORD200474,4/22/2024,C72293,Printer,3,$229.34,398 Main St,Credit Card,Shipped,TRK84378003,6,SAVE10,Referral,$688.02
ORD200475,4/23/2024,C29844,Tablet,2,$438.62,363 Main St,Cash,Cancelled,TRK91642337,3,FREESHIP,Facebook,$877.24
ORD200476,4/24/2024,C77872,Phone,2,$513.59,867 Main St,Online,Returned,TRK19292184,4,SAVE10,Referral,"$1,027.18"
ORD200477,4/25/2024,C56564,Phone,2,$253.74,481 Main St,Online,Shipped,TRK13166044,5,FREESHIP,Google,$507.48
ORD200478,4/26/2024,C16758,Tablet,3,$62.77,914 Main St,Gift Card,Shipped,TRK88544431,6,,Referral,$188.31
ORD200479,4/27/2024,C87011,Monitor,4,$25.29,943 Main St,Credit Card,Pending,TRK21429162,8,FREESHIP,Google,$101.16
ORD200480,4/28/2024,C21147,Chair,1,$335.10,126 Main St,Debit Card,Pending,TRK93171043,6,WINTER15,Referral,$335.10
ORD200481,4/29/2024,C94568,Laptop,4,$484.85,317 Main St,Debit Card,Delivered,TRK58653915,5,,Referral,"$1,939.40"
ORD200482,4/30/2024,C35852,Monitor,3,$381.41,989 Main St,Online,Pending,TRK22302049,6,WINTER15,Instagram,"$1,144.23"
ORD200483,5/1/2024,C66462,Phone,5,$347.92,982 Main St,Cash,Pending,TRK52743700,6,,Google,"$1,739.60"
ORD200484,5/2/2024,C29092,Chair,4,$15.01,767 Main St,Cash,Cancelled,TRK90455340,6,SAVE10,Facebook,$60.04
ORD200485,5/3/2024,C46651,Chair,3,$404.79,764 Main St,Cash,Shipped,TRK67679195,6,SAVE10,Instagram,"$1,214.37"
ORD200486,5/4/2024,C88981,Printer,4,$611.26,558 Main St,Cash,Shipped,TRK75267873,5,SAVE10,Referral,"$2,445.04"
ORD200487,5/5/2024,C40136,Printer,3,$346.52,211 Main St,Credit Card,Pending,TRK92924852,3,WINTER15,Google,"$1,039.56"
ORD200488,5/6/2024,C81573,Chair,1,$36.65,556 Main St,Online,Cancelled,TRK96522994,1,WINTER15,Email,$36.65
ORD200489,5/7/2024,C11940,Tablet,3,$149.34,589 Main St,Gift Card,Cancelled,TRK85466461,7,,Email,$448.02
ORD200490,5/8/2024,C50097,Chair,5,$467.81,539 Main St,Online,Cancelled,TRK62785150,10,WINTER15,Facebook,"$2,339.05"
ORD200491,5/9/2024,C98168,Phone,5,$420.70,481 Main St,Cash,Pending,TRK56423359,5,SAVE10,Facebook,"$2,103.50"
ORD200492,5/10/2024,C39074,Laptop,5,$606.52,103 Main St,Debit Card,Shipped,TRK13027036,6,FREESHIP,Instagram,"$3,032.60"
ORD200493,5/11/2024,C84908,Phone,1,$420.26,372 Main St,Credit Card,Pending,TRK64135970,4,FREESHIP,Facebook,$420.26
ORD200494,5/12/2024,C64516,Laptop,3,$505.79,459 Main St,Debit Card,Pending,TRK63920573,3,SAVE10,Referral,"$1,517.37"
ORD200495,5/13/2024,C63827,Phone,4,$493.73,947 Main St,Debit Card,Pending,TRK35730581,6,SAVE10,Facebook,"$1,974.92"
ORD200496,5/14/2024,C93618,Printer,3,$201.21,249 Main St,Online,Cancelled,TRK66129326,3,,Google,$603.63
ORD200497,5/15/2024,C93948,Printer,3,$112.29,454 Main St,Gift Card,Shipped,TRK77358113,6,WINTER15,Google,$336.87
ORD200498,5/16/2024,C73961,Tablet,4,$132.56,306 Main St,Cash,Returned,TRK32607173,8,SAVE10,Instagram,$530.24
ORD200499,5/17/2024,C18138,Printer,3,$539.46,520 Main St,Credit Card,Shipped,TRK20289483,4,WINTER15,Facebook,"$1,618.38"
ORD200500,5/18/2024,C79475,Laptop,5,$508.59,169 Main St,Cash,Returned,TRK42168516,8,SAVE10,Facebook,"$2,542.95"
ORD200501,5/19/2024,C88546,Desk,4,$203.46,226 Main St,Credit Card,Pending,TRK19867754,7,SAVE10,Referral,$813.84
ORD200502,5/20/2024,C69332,Monitor,3,$565.25,745 Main St,Debit Card,Returned,TRK65718848,7,FREESHIP,Email,"$1,695.75"
ORD200503,5/21/2024,C64554,Tablet,3,$136.84,498 Main St,Online,Pending,TRK95384568,4,WINTER15,Facebook,$410.52
ORD200504,5/22/2024,C11676,Monitor,2,$464.50,805 Main St,Online,Cancelled,TRK35726395,2,,Instagram,$929.00
ORD200505,5/23/2024,C36014,Printer,2,$434.97,558 Main St,Online,Shipped,TRK97246526,7,WINTER15,Email,$869.94
ORD200506,5/24/2024,C23279,Monitor,2,$43.67,696 Main St,Cash,Returned,TRK58039693,4,WINTER15,Instagram,$87.34
ORD200507,5/25/2024,C86481,Phone,1,$171.59,546 Main St,Credit Card,Pending,TRK87513944,5,,Email,$171.59
ORD200508,5/26/2024,C39550,Phone,1,$558.27,976 Main St,Online,Delivered,TRK24120267,1,WINTER15,Referral,$558.27
ORD200509,5/27/2024,C68937,Laptop,2,$425.03,560 Main St,Cash,Returned,TRK31908657,2,SAVE10,Google,$850.06
ORD200510,5/28/2024,C72533,Printer,1,$376.76,389 Main St,Debit Card,Delivered,TRK51288986,5,WINTER15,Email,$376.76
ORD200511,5/29/2024,C11415,Monitor,5,$575.24,267 Main St,Cash,Delivered,TRK65061457,7,FREESHIP,Email,"$2,876.20"
ORD200512,5/30/2024,C14114,Desk,3,$568.02,856 Main St,Online,Pending,TRK63290700,3,,Instagram,"$1,704.06"
ORD200513,5/31/2024,C64128,Tablet,3,$94.88,533 Main St,Gift Card,Shipped,TRK37053575,8,WINTER15,Referral,$284.64
ORD200514,6/1/2024,C15629,Printer,3,$304.15,492 Main St,Gift Card,Shipped,TRK64926044,3,FREESHIP,Instagram,$912.45
ORD200515,6/2/2024,C67561,Phone,3,$553.52,160 Main St,Gift Card,Shipped,TRK75900717,4,,Facebook,"$1,660.56"
ORD200516,6/3/2024,C47022,Monitor,3,$166.99,208 Main St,Cash,Returned,TRK28855040,8,FREESHIP,Facebook,$500.97
ORD200517,6/4/2024,C55205,Tablet,4,$198.35,943 Main St,Cash,Cancelled,TRK88141634,7,SAVE10,Google,$793.40
ORD200518,6/5/2024,C30686,Printer,4,$403.58,319 Main St,Online,Pending,TRK59807273,9,SAVE10,Referral,"$1,614.32"
ORD200519,6/6/2024,C71797,Laptop,4,$464.29,941 Main St,Debit Card,Returned,TRK66010667,5,,Email,"$1,857.16"
ORD200520,6/7/2024,C66332,Monitor,3,$635.98,959 Main St,Cash,Returned,TRK27063398,5,,Referral,"$1,907.94"
ORD200521,6/8/2024,C82318,Phone,1,$528.06,991 Main St,Credit Card,Shipped,TRK37534165,2,FREESHIP,Facebook,$528.06
ORD200522,6/9/2024,C66254,Chair,1,$515.32,740 Main St,Gift Card,Cancelled,TRK82843861,1,WINTER15,Email,$515.32
ORD200523,6/10/2024,C65083,Desk,4,$657.79,652 Main St,Credit Card,Returned,TRK60937148,6,,Google,"$2,631.16"
ORD200524,6/11/2024,C44778,Phone,1,$153.00,103 Main St,Credit Card,Returned,TRK92617366,4,SAVE10,Referral,$153.00
ORD200525,6/12/2024,C54499,Monitor,1,$668.48,160 Main St,Debit Card,Shipped,TRK18061555,1,WINTER15,Email,$668.48
ORD200526,6/13/2024,C91201,Desk,2,$46.50,837 Main St,Cash,Returned,TRK63526023,7,SAVE10,Google,$93.00
ORD200527,6/14/2024,C27202,Chair,5,$653.47,967 Main St,Credit Card,Cancelled,TRK75406128,10,SAVE10,Referral,"$3,267.35"
ORD200528,6/15/2024,C32011,Chair,1,$628.89,686 Main St,Credit Card,Returned,TRK70997744,2,FREESHIP,Referral,$628.89
ORD200529,6/16/2024,C21181,Tablet,2,$675.10,938 Main St,Cash,Pending,TRK50363421,4,,Google,"$1,350.20"
ORD200530,6/17/2024,C98450,Chair,4,$89.41,613 Main St,Online,Pending,TRK14809530,9,,Google,$357.64
ORD200531,6/18/2024,C64502,Desk,5,$320.01,722 Main St,Gift Card,Delivered,TRK14914388,6,,Referral,"$1,600.05"
ORD200532,6/19/2024,C47365,Laptop,2,$41.00,369 Main St,Online,Delivered,TRK42207882,7,FREESHIP,Email,$82.00
ORD200533,6/20/2024,C66349,Desk,1,$565.85,715 Main St,Gift Card,Returned,TRK63550793,1,SAVE10,Facebook,$565.85
ORD200534,6/21/2024,C73289,Chair,3,$648.59,906 Main St,Debit Card,Cancelled,TRK70872738,4,FREESHIP,Email,"$1,945.77"
ORD200535,6/22/2024,C48649,Monitor,3,$68.12,332 Main St,Online,Cancelled,TRK45821445,3,,Email,$204.36
ORD200536,6/23/2024,C18724,Chair,1,$616.10,124 Main St,Cash,Returned,TRK52508861,6,SAVE10,Email,$616.10
ORD200537,6/24/2024,C68553,Tablet,3,$247.47,385 Main St,Online,Delivered,TRK58218971,4,WINTER15,Facebook,$742.41
ORD200538,6/25/2024,C61280,Phone,3,$490.74,100 Main St,Cash,Shipped,TRK95487711,3,SAVE10,Email,"$1,472.22"
ORD200539,6/26/2024,C53277,Desk,3,$531.72,473 Main St,Gift Card,Delivered,TRK17653832,7,,Google,"$1,595.16"
ORD200540,6/27/2024,C87281,Laptop,5,$648.65,852 Main St,Online,Pending,TRK81765057,7,,Referral,"$3,243.25"
ORD200541,6/28/2024,C69009,Printer,5,$456.06,879 Main St,Cash,Pending,TRK61295842,10,FREESHIP,Instagram,"$2,280.30"
ORD200542,6/29/2024,C49726,Tablet,1,$17.98,934 Main St,Cash,Cancelled,TRK20739460,6,WINTER15,Email,$17.98
ORD200543,6/30/2024,C37531,Desk,5,$269.86,354 Main St,Cash,Shipped,TRK93877673,6,FREESHIP,Facebook,"$1,349.30"
ORD200544,7/1/2024,C48713,Printer,5,$31.96,373 Main St,Credit Card,Returned,TRK96334419,5,,Referral,$159.80
ORD200545,7/2/2024,C74138,Monitor,2,$98.47,964 Main St,Cash,Returned,TRK74091695,3,WINTER15,Instagram,$196.94
ORD200546,7/3/2024,C82399,Monitor,1,$158.68,928 Main St,Credit Card,Returned,TRK77177284,6,FREESHIP,Instagram,$158.68
ORD200547,7/4/2024,C40427,Phone,1,$613.98,411 Main St,Online,Delivered,TRK25392280,4,WINTER15,Facebook,$613.98
ORD200548,7/5/2024,C17103,Printer,3,$426.12,922 Main St,Online,Delivered,TRK64398650,5,WINTER15,Instagram,"$1,278.36"
ORD200549,7/6/2024,C34266,Monitor,4,$629.88,550 Main St,Debit Card,Cancelled,TRK56378197,8,FREESHIP,Instagram,"$2,519.52"
ORD200550,7/7/2024,C97485,Laptop,4,$228.91,573 Main St,Cash,Shipped,TRK81794737,4,WINTER15,Google,$915.64
ORD200551,7/8/2024,C23947,Laptop,1,$120.98,353 Main St,Debit Card,Delivered,TRK74812710,6,WINTER15,Email,$120.98
ORD200552,7/9/2024,C21665,Chair,4,$425.18,560 Main St,Online,Returned,TRK29890761,8,FREESHIP,Facebook,"$1,700.72"
ORD200553,7/10/2024,C82550,Phone,2,$333.83,828 Main St,Gift Card,Cancelled,TRK74103758,4,FREESHIP,Referral,$667.66
ORD200554,7/11/2024,C61943,Laptop,2,$492.90,610 Main St,Cash,Returned,TRK66126496,5,,Instagram,$985.80
ORD200555,7/12/2024,C88933,Tablet,1,$92.04,333 Main St,Cash,Shipped,TRK89306964,2,SAVE10,Facebook,$92.04
ORD200556,7/13/2024,C30923,Laptop,1,$654.27,932 Main St,Gift Card,Pending,TRK82609328,2,WINTER15,Facebook,$654.27
ORD200557,7/14/2024,C56969,Tablet,1,$56.20,130 Main St,Debit Card,Pending,TRK40719215,1,WINTER15,Facebook,$56.20
ORD200558,7/15/2024,C76766,Phone,4,$628.12,485 Main St,Online,Delivered,TRK32052962,6,WINTER15,Instagram,"$2,512.48"
ORD200559,7/16/2024,C22981,Desk,3,$157.40,454 Main St,Debit Card,Cancelled,TRK10115285,7,,Email,$472.20
ORD200560,7/17/2024,C33634,Monitor,4,$588.85,524 Main St,Gift Card,Pending,TRK93168008,7,,Email,"$2,355.40"
ORD200561,7/18/2024,C96822,Printer,2,$494.78,198 Main St,Online,Shipped,TRK89180077,2,FREESHIP,Google,$989.56
ORD200562,7/19/2024,C76675,Laptop,3,$663.93,922 Main St,Gift Card,Returned,TRK28043915,6,SAVE10,Email,"$1,991.79"
ORD200563,7/20/2024,C12039,Laptop,1,$132.68,844 Main St,Debit Card,Returned,TRK68645763,1,WINTER15,Referral,$132.68
ORD200564,7/21/2024,C93309,Desk,5,$364.28,734 Main St,Credit Card,Cancelled,TRK99446987,5,,Google,"$1,821.40"
ORD200565,7/22/2024,C62042,Tablet,5,$307.98,214 Main St,Online,Pending,TRK42605492,10,FREESHIP,Facebook,"$1,539.90"
ORD200566,7/23/2024,C83223,Phone,4,$162.71,167 Main St,Cash,Cancelled,TRK54339083,7,FREESHIP,Email,$650.84
ORD200567,7/24/2024,C92575,Chair,5,$492.94,153 Main St,Cash,Shipped,TRK53579227,10,,Email,"$2,464.70"
ORD200568,7/25/2024,C29072,Laptop,2,$343.99,312 Main St,Online,Delivered,TRK72334047,4,SAVE10,Google,$687.98
ORD200569,7/26/2024,C25783,Desk,5,$250.68,672 Main St,Cash,Shipped,TRK13289741,8,SAVE10,Instagram,"$1,253.40"
ORD200570,7/27/2024,C63727,Desk,2,$362.14,122 Main St,Debit Card,Pending,TRK13611021,2,WINTER15,Instagram,$724.28
ORD200571,7/28/2024,C42365,Tablet,1,$214.08,867 Main St,Gift Card,Returned,TRK39563288,2,WINTER15,Google,$214.08
ORD200572,7/29/2024,C27438,Printer,1,$70.32,341 Main St,Cash,Returned,TRK69125497,4,,Facebook,$70.32
ORD200573,7/30/2024,C13205,Chair,5,$421.42,522 Main St,Debit Card,Cancelled,TRK30686578,7,FREESHIP,Instagram,"$2,107.10"
ORD200574,7/31/2024,C29685,Chair,5,$384.69,275 Main St,Credit Card,Pending,TRK97733212,6,SAVE10,Email,"$1,923.45"
ORD200575,8/1/2024,C74005,Chair,5,$448.15,528 Main St,Gift Card,Returned,TRK61640534,7,,Google,"$2,240.75"
ORD200576,8/2/2024,C14457,Laptop,5,$79.08,747 Main St,Cash,Pending,TRK42517811,8,WINTER15,Facebook,$395.40
ORD200577,8/3/2024,C77046,Tablet,4,$185.41,967 Main St,Online,Returned,TRK44401497,9,SAVE10,Google,$741.64
ORD200578,8/4/2024,C50415,Monitor,5,$566.07,587 Main St,Credit Card,Delivered,TRK41345634,6,WINTER15,Instagram,"$2,830.35"
ORD200579,8/5/2024,C73999,Tablet,2,$187.88,413 Main St,Online,Shipped,TRK67919507,4,SAVE10,Facebook,$375.76
ORD200580,8/6/2024,C71076,Monitor,2,$255.99,340 Main St,Credit Card,Delivered,TRK65148292,4,,Instagram,$511.98
ORD200581,8/7/2024,C44674,Laptop,1,$627.34,942 Main St,Online,Delivered,TRK87158684,1,WINTER15,Referral,$627.34
ORD200582,8/8/2024,C15228,Tablet,3,$474.14,558 Main St,Gift Card,Shipped,TRK33860620,8,,Google,"$1,422.42"
ORD200583,8/9/2024,C27072,Chair,3,$154.37,996 Main St,Gift Card,Delivered,TRK29750379,4,SAVE10,Instagram,$463.11
ORD200584,8/10/2024,C15257,Chair,4,$145.05,626 Main St,Online,Delivered,TRK28779938,6,WINTER15,Google,$580.20
ORD200585,8/11/2024,C91486,Tablet,4,$67.08,907 Main St,Cash,Returned,TRK79617136,8,FREESHIP,Google,$268.32
ORD200586,8/12/2024,C17389,Monitor,1,$522.08,905 Main St,Gift Card,Returned,TRK98857880,5,FREESHIP,Referral,$522.08
ORD200587,8/13/2024,C18820,Monitor,5,$514.60,347 Main St,Gift Card,Delivered,TRK91547425,10,,Instagram,"$2,573.00"
ORD200588,8/14/2024,C61849,Monitor,4,$577.82,811 Main St,Credit Card,Delivered,TRK47613918,9,FREESHIP,Google,"$2,311.28"
ORD200589,8/15/2024,C84041,Laptop,2,$500.80,900 Main St,Cash,Delivered,TRK84920444,3,,Referral,"$1,001.60"
ORD200590,8/16/2024,C55757,Printer,2,$461.13,175 Main St,Gift Card,Returned,TRK27356242,4,FREESHIP,Email,$922.26
ORD200591,8/17/2024,C18187,Laptop,1,$605.28,470 Main St,Gift Card,Shipped,TRK50528185,3,,Referral,$605.28
ORD200592,8/18/2024,C42306,Phone,3,$204.27,938 Main St,Online,Returned,TRK15499648,4,FREESHIP,Google,$612.81
ORD200593,8/19/2024,C51024,Monitor,1,$489.80,636 Main St,Gift Card,Shipped,TRK31375086,4,,Facebook,$489.80
ORD200594,8/20/2024,C40140,Phone,5,$72.64,598 Main St,Credit Card,Cancelled,TRK12671989,7,SAVE10,Email,$363.20
ORD200595,8/21/2024,C72596,Printer,2,$385.16,491 Main St,Online,Pending,TRK83870446,7,FREESHIP,Email,$770.32
ORD200596,8/22/2024,C91805,Desk,3,$606.41,653 Main St,Debit Card,Returned,TRK34504030,7,WINTER15,Facebook,"$1,819.23"
ORD200597,8/23/2024,C40538,Desk,2,$211.82,700 Main St,Gift Card,Cancelled,TRK29821356,4,,Email,$423.64
ORD200598,8/24/2024,C60329,Desk,5,$495.35,826 Main St,Credit Card,Pending,TRK59069987,5,FREESHIP,Facebook,"$2,476.75"
ORD200599,8/25/2024,C28740,Chair,3,$556.99,123 Main St,Online,Cancelled,TRK33642221,4,FREESHIP,Facebook,"$1,670.97"
ORD200600,8/26/2024,C87051,Printer,1,$72.31,460 Main St,Gift Card,Cancelled,TRK82056333,1,,Facebook,$72.31
ORD200601,8/27/2024,C12479,Monitor,5,$24.82,529 Main St,Credit Card,Shipped,TRK73935314,10,SAVE10,Referral,$124.10
ORD200602,8/28/2024,C35852,Tablet,4,$26.04,982 Main St,Online,Pending,TRK64660134,5,SAVE10,Instagram,$104.16
ORD200603,8/29/2024,C26223,Tablet,1,$657.07,800 Main St,Cash,Pending,TRK50900547,4,,Google,$657.07
ORD200604,8/30/2024,C99214,Chair,3,$32.62,252 Main St,Debit Card,Delivered,TRK81368481,6,SAVE10,Facebook,$97.86
